Job Family;Sub Job Family;Job Profile;Function Code;Discipline Code;Career Path;Global Grade;SIG Full Title;Full Job Code;Career Level;Sub Job Family Description;Job Profile Description;Role Description;Grade Differentiatior;Qualifications;Specific parameters KPIs
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Operations;9;Technician Maintenance Engineering;AZT010-T4-09;T4;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has advanced and specialized expertise, typically developed through a combination of job-related training and considerable work experience
● Proposes improvements to processes
● May act as a lead, coordinating and facilitating the work of others
● Works autonomously within established procedures and practices
● Spends a majority of working time performing the same work processes and activities as employees on team";"● Performs a variety of complex tasks and/or may lead a team in the performance of a variety of tasks that are often routine
● Solves complex problems of a recurring nature";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Mechanical Design Engineering;AZE;AZE110;Operations;9;Technician Mechanical Design Engineering;AZE110-T4-09;T4;Designs and creates infrastructure, machinery, vehicles, electronics, materials, and energy.Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures. Engineers upgrades for existing standard equipment as well as customized solutions in an interdisciplinary context between local service organisations, global qualitiy/marketing and R&D. Technical requirement management with external suppliers.;Directs and coordinates fabrication, installation, operation, application, maintenance and repair of mechanical or electromechanical machines, equipment, tools, engines and systems | Ensures that quality levels and industry standards are maintained or improved in the manufacturing process | Oversees installation, operation, maintenance and repair of equipment such as centralized heat, gas, water and steam systems | Evaluates mechanical products to determine their cost effectiveness and efficiency | May evaluate field installations and recommend design modifications to eliminate malfunctions;"● Has advanced and specialized expertise, typically developed through a combination of job-related training and considerable work experience
● Proposes improvements to processes
● May act as a lead, coordinating and facilitating the work of others
● Works autonomously within established procedures and practices
● Spends a majority of working time performing the same work processes and activities as employees on team";"● Performs a variety of complex tasks and/or may lead a team in the performance of a variety of tasks that are often routine
● Solves complex problems of a recurring nature";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Professional;9;Senior Specialist Electrical (Equipment) Engineering;AZE050-P2-09;P2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has working knowledge and experience in own discipline
● Continues to build knowledge of the organization, processes and customers
● Performs a range of mainly straightforward assignments
● Uses prescribed guidelines or policies to analyze and resolve problems
● Receives a moderate level of guidance and direction";"● May have limited work experience involving basic concepts and procedures
● Develops competence by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Works under supervision and direction from more senior level roles";University degree or equivalent and 2-4 years of work experience or equivalent;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Operations;9;Technician Electrical (Equipment) Engineering;AZE050-T4-09;T4;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has advanced and specialized expertise, typically developed through a combination of job-related training and considerable work experience
● Proposes improvements to processes
● May act as a lead, coordinating and facilitating the work of others
● Works autonomously within established procedures and practices
● Spends a majority of working time performing the same work processes and activities as employees on team";"● Performs a variety of complex tasks and/or may lead a team in the performance of a variety of tasks that are often routine
● Solves complex problems of a recurring nature";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Operations / Technician;8;Technician Maintenance Engineering;AZT010-T3-08;T3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has full proficiency in a range of technical processes or procedures (or deep skills in a single area) through job-related training and considerable work experience
● Completes a variety of atypical assignments
● Works within defined technical processes and procedures or methodologies and may help determine the appropriate approach for new assignments
● Works with a limited degree of supervision, with oversight focused only on complex new assignments
● Acts as an informal resource for colleagues with less experience";"● Performs highly complex and varied tasks
● Typically has specialized external certification
● Guides and supports junior team members; may assist in their formal orientation and training";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Mechanical Design Engineering;AZE;AZE110;Operations / Technician;8;Technician Mechanical Design Engineering;AZE110-T3-08;T3;Designs and creates infrastructure, machinery, vehicles, electronics, materials, and energy.Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures. Engineers upgrades for existing standard equipment as well as customized solutions in an interdisciplinary context between local service organisations, global qualitiy/marketing and R&D. Technical requirement management with external suppliers.;Directs and coordinates fabrication, installation, operation, application, maintenance and repair of mechanical or electromechanical machines, equipment, tools, engines and systems | Ensures that quality levels and industry standards are maintained or improved in the manufacturing process | Oversees installation, operation, maintenance and repair of equipment such as centralized heat, gas, water and steam systems | Evaluates mechanical products to determine their cost effectiveness and efficiency | May evaluate field installations and recommend design modifications to eliminate malfunctions;"● Has full proficiency in a range of technical processes or procedures (or deep skills in a single area) through job-related training and considerable work experience
● Completes a variety of atypical assignments
● Works within defined technical processes and procedures or methodologies and may help determine the appropriate approach for new assignments
● Works with a limited degree of supervision, with oversight focused only on complex new assignments
● Acts as an informal resource for colleagues with less experience";"● Performs highly complex and varied tasks
● Typically has specialized external certification
● Guides and supports junior team members; may assist in their formal orientation and training";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Operations / Technician;8;Technician Electrical (Equipment) Engineering;AZE050-T3-08;T3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has full proficiency in a range of technical processes or procedures (or deep skills in a single area) through job-related training and considerable work experience
● Completes a variety of atypical assignments
● Works within defined technical processes and procedures or methodologies and may help determine the appropriate approach for new assignments
● Works with a limited degree of supervision, with oversight focused only on complex new assignments
● Acts as an informal resource for colleagues with less experience";"● Performs highly complex and varied tasks
● Typically has specialized external certification
● Guides and supports junior team members; may assist in their formal orientation and training";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Professional;8;Specialist Maintenance Engineering;AZT010-P1-08;P1;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Performs routine assignments in the entry level of the Professional Career Band
● Typically requires a college or university degree or the equivalent work experience and has conceptual knowledge of fundamental theories, principles and practices 
● Has no discretion to vary from established procedures by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Receives instruction, guidance and direction from more senior level roles";"● Performs routine assignments in the entry level of the Professional Career Band
● Typically requires a college or university degree or the equivalent work experience and has conceptual knowledge of fundamental theories, principles and practices 
● Has no discretion to vary from established procedures by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Receives instruction, guidance and direction from more senior level roles";Vocational training in e.g. commercial field or equivalent work experience. Up to 5 years of experience, possibly further internal trainings.;University degree or equivalent and 0-1 year of work experience or equivalent
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Operations / Technician;7;Technician Maintenance Engineering;AZT010-T3-07;T3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has full proficiency in a range of technical processes or procedures (or deep skills in a single area) through job-related training and considerable work experience
● Completes a variety of atypical assignments
● Works within defined technical processes and procedures or methodologies and may help determine the appropriate approach for new assignments
● Works with a limited degree of supervision, with oversight focused only on complex new assignments
● Acts as an informal resource for colleagues with less experience";"● Performs moderately complex and varied tasks
● May have specialized external certification
● Guides junior team members";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Mechanical Design Engineering;AZE;AZE110;Operations / Technician;7;Technician Mechanical Design Engineering;AZE110-T3-07;T3;Designs and creates infrastructure, machinery, vehicles, electronics, materials, and energy.Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures. Engineers upgrades for existing standard equipment as well as customized solutions in an interdisciplinary context between local service organisations, global qualitiy/marketing and R&D. Technical requirement management with external suppliers.;Directs and coordinates fabrication, installation, operation, application, maintenance and repair of mechanical or electromechanical machines, equipment, tools, engines and systems | Ensures that quality levels and industry standards are maintained or improved in the manufacturing process | Oversees installation, operation, maintenance and repair of equipment such as centralized heat, gas, water and steam systems | Evaluates mechanical products to determine their cost effectiveness and efficiency | May evaluate field installations and recommend design modifications to eliminate malfunctions;"● Has full proficiency in a range of technical processes or procedures (or deep skills in a single area) through job-related training and considerable work experience
● Completes a variety of atypical assignments
● Works within defined technical processes and procedures or methodologies and may help determine the appropriate approach for new assignments
● Works with a limited degree of supervision, with oversight focused only on complex new assignments
● Acts as an informal resource for colleagues with less experience";"● Performs moderately complex and varied tasks
● May have specialized external certification
● Guides junior team members";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Operations / Technician;7;Technician Electrical (Equipment) Engineering;AZE050-T3-07;T3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has full proficiency in a range of technical processes or procedures (or deep skills in a single area) through job-related training and considerable work experience
● Completes a variety of atypical assignments
● Works within defined technical processes and procedures or methodologies and may help determine the appropriate approach for new assignments
● Works with a limited degree of supervision, with oversight focused only on complex new assignments
● Acts as an informal resource for colleagues with less experience";"● Performs moderately complex and varied tasks
● May have specialized external certification
● Guides junior team members";Typically an Associate’s degree or 2 to 4 years of vocational technical training preferred. HS diploma or equivalent required. Specialized skill training/certification often required to meet specific needs. Up to 8 years of experience.;
Technical Engineering;Maintenance Engineering ;Maintenance;AZT;AZT010;Professional;7;Assistant / Analyst Maintenance;AZT010-U3-07;U3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has full proficiency gained through job-related training and considerable work experience
● Completes work with a limited degree of supervision
● Likely to act as an informal resource for colleagues with less experience
● Identifies key issues and patterns from partial/conflicting data
● Takes a broad perspective to problems and spots new, less obvious solutions";"● Has full proficiency gained through job-related training and considerable work experience
● Completes work with a limited degree of supervision
● Likely to act as an informal resource for colleagues with less experience
● Identifies key issues and patterns from partial/conflicting data
● Takes a broad perspective to problems and spots new, less obvious solutions";https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/pbR3my70fsYXcEjvNzbF/pub/oy8nnVXYVy8SdNLLUnb2.png;
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Operations;6;Operator Maintenance Engineering;AZT010-W3-06;W3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has proficiency through job-related training and considerable work experience
● Completes work with a limited degree of supervision; regularly provides guidance to others with less experience
● May act as an informal resource for colleagues with less experience";"● Has proficiency through job-related training and considerable work experience
● Completes work with a limited degree of supervision; regularly provides guidance to others with less experience
● May act as an informal resource for colleagues with less experience";Vocational training in e.g. manual or technical  field or equivalent work experience. 0-4 years of experience;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Operations;6;Operator Electrical (Equipment) Engineering;AZE050-W3-06;W3;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has proficiency through job-related training and considerable work experience
● Completes work with a limited degree of supervision; regularly provides guidance to others with less experience
● May act as an informal resource for colleagues with less experience";"● Has proficiency through job-related training and considerable work experience
● Completes work with a limited degree of supervision; regularly provides guidance to others with less experience
● May act as an informal resource for colleagues with less experience";Vocational training in e.g. manual or technical  field or equivalent work experience. 0-4 years of experience;
Technical Engineering;Maintenance Engineering ;Maintenance;AZT;AZT010;Professional;6;Assistant / Analyst Maintenance;AZT010-U2-06;U2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has working knowledge and skills developed through formal training or work experience
● Works within established procedures with a moderate degree of supervision
● Identifies the problem and all relevant issues in straightforward situations, assesses each using standard procedures and makes sound decisions";"● Has prior relevant training or related work experience
● Performs routine tasks following specific instructions or under close supervision
● Work is clearly defined and completed according to instruction";Vocational training in e.g. commercial field or equivalent work experience. Up to 5 years of experience, possibly further internal trainings.;
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Operations;5;Operator Maintenance Engineering;AZT010-W2-05;W2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has skills developed through formal training or work experience
● Works within established procedures and guidelines with limited ability to modify methods and approach
● Completes assigned tasks with a moderate degree of supervision";"● Performs the full range of established procedures, and will typically be considered skilled through work experience
● Resolves routine issues without supervisory approval";Vocational training in e.g. manual or technical  field or equivalent work experience. 0-4 years of experience;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Operations;5;Operator Electrical (Equipment) Engineering;AZE050-W2-05;W2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has skills developed through formal training or work experience
● Works within established procedures and guidelines with limited ability to modify methods and approach
● Completes assigned tasks with a moderate degree of supervision";"● Performs the full range of established procedures, and will typically be considered skilled through work experience
● Resolves routine issues without supervisory approval";Vocational training in e.g. manual or technical  field or equivalent work experience. 0-4 years of experience;
Technical Engineering;Maintenance Engineering ;Maintenance;AZT;AZT010;Professional;5;Assistant / Analyst Maintenance;AZT010-U2-05;U2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has working knowledge and skills developed through formal training or work experience
● Works within established procedures with a moderate degree of supervision
● Identifies the problem and all relevant issues in straightforward situations, assesses each using standard procedures and makes sound decisions";"● Has limited prior relevant training or work experience
● Has limited discretion to vary from established procedures";Vocational training in e.g. commercial field or equivalent work experience. Up to 5 years of experience, possibly further internal trainings.;
Technical Engineering;Maintenance Engineering ;Maintenance Engineering ;AZT;AZT010;Operations;4;Operator Maintenance Engineering;AZT010-W2-04;W2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical) | Evaluates and recommends equipment improvements to improve availability, capability and yield | Performs equipment failure analyses (including preventive and unscheduled maintenance) | Troubleshoots and diagnoses equipment problems | Prepares technical reports to document equipment modifications and equipment maintenance procedures;"● Has skills developed through formal training or work experience
● Works within established procedures and guidelines with limited ability to modify methods and approach
● Completes assigned tasks with a moderate degree of supervision";"● Performs most established procedures and will typically be considered semi-skilled through work experience
● Resolves routine issues with senior staff or supervisory guidance and approval";Vocational training in e.g. manual or technical  field or equivalent work experience. 0-4 years of experience;
Technical Engineering;Maintenance Engineering ;Electrical (Equipment) Engineering;AZE;AZE050;Operations;4;Operator Electrical (Equipment) Engineering;AZE050-W2-04;W2;Performs preventive maintenance and repairs on equipment and systems (e.g., mechanical, electrical). Evaluates and recommends equipment improvements to improve availability, capability and yield. Performs equipment failure analyses (including preventive and unscheduled maintenance). Troubleshoots and diagnoses equipment problems. Prepares technical reports to document equipment modifications and equipment maintenance procedures.;Plans and implements the design, manufacture, installation and/or maintenance of electrical systems and apparatus, such as electric motors, machinery controls, lighting, wiring and power systems/devices, for the generation, transmission and control of electric power;"● Has skills developed through formal training or work experience
● Works within established procedures and guidelines with limited ability to modify methods and approach
● Completes assigned tasks with a moderate degree of supervision";"● Performs most established procedures and will typically be considered semi-skilled through work experience
● Resolves routine issues with senior staff or supervisory guidance and approval";Vocational training in e.g. manual or technical  field or equivalent work experience. 0-4 years of experience;
Technical Engineering;Manufacturing Engineering;Automation;AZE;AZE130;Management;15;Senior Manager Automation;AZE130-M3-15;M3;Performs generally engineering work in operations, production, environments. Responsibilities are trypically within the engineering function as a generalist or in a combination of disciplines. Includes roles that apply their skills in manufacturing environment.;Implements, tests, troubleshoots and improves electronic automation and controls systems in manufacturing/production/operations processes to increase production quality, efficiency and volume | Checks control system schematics and specifications and uses software and testing equipment to diagnose and resolve system malfunctions | Develops and defines control system applications for various machinery and equipment using technologies or platforms such as ladder logic programming for programmable logic controllers (PLCs), human machine interfaces (HMIs), data control systems (DCSs), supervisory control and data acquisition (SCADA), computerized numerical control (CNC) systems or motion control technology;"● Provides leadership to managers; may also provide leadership to supervisors and/or professional staff
● Has accountability for the performance and results of multiple related units
● Develops departmental plans, including business, production, operational and/or organizational priorities
● Controls resources and policy formation in area of responsibility
● Decisions are guided by resource availability and functional objectives";"● Looks beyond existing methodologies and own discipline to define and resolve complex problems
● Develops plans and delivers results in fast-changing businesses and/or regulatory environments
● Provides input to functional or departmental strategy
● Manages large, potentially diverse teams of managers and/or senior professionals
";"University degree or equivalent and 10+ years of work experience or equivalent
Profound experience in managing performance and results of diverse activities / multiple teams";
Technical Engineering;Manufacturing Engineering;Automation;AZE;AZE130;Management;14;Senior Manager Automation;AZE130-M3-14;M3;Performs generally engineering work in operations, production, environments. Responsibilities are trypically within the engineering function as a generalist or in a combination of disciplines. Includes roles that apply their skills in manufacturing environment.;Implements, tests, troubleshoots and improves electronic automation and controls systems in manufacturing/production/operations processes to increase production quality, efficiency and volume | Checks control system schematics and specifications and uses software and testing equipment to diagnose and resolve system malfunctions | Develops and defines control system applications for various machinery and equipment using technologies or platforms such as ladder logic programming for programmable logic controllers (PLCs), human machine interfaces (HMIs), data control systems (DCSs), supervisory control and data acquisition (SCADA), computerized numerical control (CNC) systems or motion control technology;"● Provides leadership to managers; may also provide leadership to supervisors and/or professional staff
● Has accountability for the performance and results of multiple related units
● Develops departmental plans, including business, production, operational and/or organizational priorities
● Controls resources and policy formation in area of responsibility
● Decisions are guided by resource availability and functional objectives";"● Identifies applications of functional knowledge and existing methodologies to complex problems
● Manages large teams of professionals and/or junior managers
";"University degree or equivalent and 10+ years of work experience or equivalent
Profound experience in managing performance and results of diverse activities / multiple teams";
Technical Engineering;Manufacturing Engineering;Packaging Engineering;AZE;AZE150;Management;13;Manager Packaging Engineering;AZE150-M2-13;M2;Performs generally engineering work in operations, production, environments. Responsibilities are trypically within the engineering function as a generalist or in a combination of disciplines. Includes roles that apply their skills in manufacturing environment.;Develops and designs packaging equipment and materials for safe, convenient and attractive transport of goods under a variety of conditions | Analyzes engineering drawings and specifications to determine the required type of packaging materials and to maximize convenience, utility and function based on the product's physical characteristics, safety and special-handling requirements | Evaluates packaging and transporting methods and procedures to ensure compliance with safety and quality standards | Evaluates and recommends efficient packing procedures, innovations in packaging materials, and utilization of sealing and fastening devices;"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for the budget, performance and results of a medium-sized team or multiple small teams of employees
● Exercises full management authority, including performance reviews, pay decisions, recruitment, discipline, termination and other personnel actions
● Addresses issues with impact beyond own team based on knowledge of related disciplines";https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/pbR3my70fsYXcEjvNzbF/pub/oy8nnVXYVy8SdNLLUnb2.png;
Technical Engineering;Manufacturing Engineering;Automation;AZE;AZE130;Professional;12;Expert Automation;AZE130-P3-12;P3;Performs generally engineering work in operations, production, environments. Responsibilities are trypically within the engineering function as a generalist or in a combination of disciplines. Includes roles that apply their skills in manufacturing environment.;Implements, tests, troubleshoots and improves electronic automation and controls systems in manufacturing/production/operations processes to increase production quality, efficiency and volume | Checks control system schematics and specifications and uses software and testing equipment to diagnose and resolve system malfunctions | Develops and defines control system applications for various machinery and equipment using technologies or platforms such as ladder logic programming for programmable logic controllers (PLCs), human machine interfaces (HMIs), data control systems (DCSs), supervisory control and data acquisition (SCADA), computerized numerical control (CNC) systems or motion control technology;"● Has in-depth knowledge in own discipline and basic knowledge of related disciplines
● Solves complex problems; takes a new perspective on existing solutions
● Works independently; receives minimal guidance
● May lead projects or project steps within a broader project or have accountability for ongoing activities or objectives
● Acts as a resource for colleagues with less experience
● May represent the level at which career may stabilize for many years or even until retirement";"● Uses best practices and knowledge of internal or external business issues to improve products/services or processes
● Typically resolves complex problems or problems where precedent may not exist
● Often leads the work of small project teams; may formally train other employees (more junior and/or senior)
● Works independently";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
